조사시작일	district	조사기관2	method	민주후보.결과	국힘후보.결과	차이.결과	민주후보.여조	국힘후보.여조	차이.여조	명목오차
2024-03-31	인천 계양을	넥스트리서치	무선 전화면접 가상번호	54.12740336190881	45.45515589677015	8.67224746513866	53	40	13	-4.3277525348613395
2024-03-31	서울 중성동갑	넥스트리서치	무선 전화면접 가상번호	52.61357217784233	47.386427822157664	5.227144355684665	52	39	13	-7.772855644315335
2024-03-31	경남 양산을	넥스트리서치	무선 전화면접 가상번호	48.94999244598882	51.05000755401118	-2.1000151080223617	48	46	2	-4.100015108022362
2024-03-31	부산 북갑	넥스트리서치	무선 전화면접 가상번호	52.31996539875532	46.675637359732804	5.644328039022518	56	37	19	-13.355671960977482
2024-03-31	인천 계양을	미디어리서치	유무선 혼합 ARS 가상번호/RDD 혼합	54.12740336190881	45.45515589677015	8.67224746513866	47.7	44.3	3.4000000000000057	5.272247465138655
2024-03-31	서울 동대문을	여론조사공정	유무선 혼합 ARS 가상번호/RDD 혼합	54.629126286389116	45.37087371361089	9.258252572778225	47.5	44	3.5	5.7582525727782254
2024-03-31	서울 광진을	입소스	무선 전화면접 가상번호	51.47542564993006	47.602373028505276	3.873052621424783	48	39	9	-5.126947378575217
2024-03-31	서울 중성동갑	입소스	무선 전화면접 가상번호	52.61357217784233	47.386427822157664	5.227144355684665	48	37	11	-5.772855644315335
2024-03-31	서울 종로	입소스	무선 전화면접 가상번호	50.92074844264255	44.1321504629366	6.788597979705948	50	38	12	-5.211402020294052
2024-03-31	경기 성남분당갑	입소스	무선 전화면접 가상번호	46.724387252658744	53.27561274734125	-6.551225494682505	46	45	1	-7.551225494682505
2024-03-31	경기 화성을	입소스	무선 전화면접 가상번호	39.733355144773434	17.852118436119746	21.881236708653688	47	18	29	-7.118763291346312
2024-03-31	경기 수원병	입소스	무선 전화면접 가상번호	55.415714506623594	44.5842854933764	10.831429013247195	49	38	11	-0.16857098675280469
2024-03-31	인천 계양을	입소스	무선 전화면접 가상번호	54.12740336190881	45.45515589677015	8.67224746513866	55	37	18	-9.32775253486134
2024-03-31	경남 양산을	입소스	무선 전화면접 가상번호	48.94999244598882	51.05000755401118	-2.1000151080223617	49	41	8	-10.100015108022362
2024-03-31	경기 부천을	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	55.90123155547422	37.93963548126911	17.96159607420511	48.5	34.5	14	3.9615960742051115
2024-03-31	서울 동작갑	케이에스오아이(한국사회여론연구소)	무선 전화면접 가상번호	50.4972270032511	45.01976158602665	5.477465417224451	46.4	35	11.399999999999999	-5.922534582775548
2024-03-31	서울 광진갑	케이에스오아이(한국사회여론연구소)	무선 전화면접 가상번호	52.536267065426365	47.463732934573635	5.0725341308527305	44.7	38.8	5.900000000000006	-0.8274658691472752
2024-03-31	부산 수영	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	40.47759782480199	50.33297868148323	-9.855380856681244	40.6	29.9	10.700000000000003	-20.555380856681246
2024-03-31	강원 춘천철원화천양구갑	한국갤럽조사연구소	무선 전화면접 가상번호	53.44157572531275	44.520323966690754	8.921251758621999	46	41	5	3.921251758621999
2024-03-31	강원 춘천철원화천양구을	한국갤럽조사연구소	무선 전화면접 가상번호	41.46491184992388	53.939743652703434	-12.474831802779555	24	58	-34	21.525168197220445
2024-03-31	강원 원주갑	한국갤럽조사연구소	무선 전화면접 가상번호	49.28415385815714	50.71584614184287	-1.4316922836857273	42	45	-3	1.5683077163142727
2024-03-31	인천 계양갑	한길리서치	유무선 혼합 ARS 가상번호/RDD 혼합	58.29675712122947	41.70324287877053	16.593514242458937	49.6	37.9	11.700000000000003	4.893514242458934
2024-03-31	경기 고양병	한길리서치	무선 ARS 가상번호	54.065004508909865	45.93499549109014	8.130009017819724	51.7	38.9	12.800000000000004	-4.6699909821802805
2024-03-30	경기 하남갑	데일리리서치	무선 ARS 가상번호	50.58972820366526	49.41027179633473	1.1794564073305267	52	39.2	12.799999999999997	-11.62054359266947
2024-03-30	경기 평택갑	리서치뷰	무선 ARS 가상번호	57.41483380188524	42.58516619811476	14.829667603770474	58	38.1	19.9	-5.070332396229524
2024-03-30	경기 평택병	리서치뷰	무선 ARS 가상번호	52.76577232619941	43.48159146577895	9.284180860420463	50.6	40.8	9.800000000000004	-0.5158191395795413
2024-03-30	서울 영등포을	리얼미터	유무선 혼합 ARS 가상번호/RDD 혼합	50.180403254333214	49.03330132902117	1.1471019253120431	46.7	42.3	4.400000000000006	-3.2528980746879625
2024-03-30	경기 오산	알앤써치	유무선 혼합 ARS 가상번호/RDD 혼합	59.017752718766914	40.98224728123309	18.03550543753382	44.9	42.3	2.6000000000000014	15.43550543753382
2024-03-30	경기 파주갑	알앤써치	유무선 혼합 ARS 가상번호/RDD 혼합	63.438709456451	36.561290543549	26.877418912902	59.2	31.5	27.700000000000003	-0.8225810870980013
2024-03-30	경기 수원병	엠브레인퍼블릭	무선 전화면접 가상번호	55.415714506623594	44.5842854933764	10.831429013247195	44	30	14	-3.1685709867528047
2024-03-30	경기 의정부갑	여론조사꽃	무선 전화면접 가상번호	54.89207441620816	43.447178109416114	11.444896306792046	42.4	30.8	11.599999999999998	-0.15510369320795192
2024-03-30	경기 여주양평	이너텍시스템즈	유무선 혼합 ARS 가상번호/RDD 혼합	46.415466815441064	53.584533184558936	-7.169066369117871	45.5	48.5	-3	-4.169066369117871
2024-03-30	충남 아산갑	코리아리서치인터내셔널	무선 전화면접 가상번호	53.79402756508422	44.09775395610005	9.696273608984171	50	37	13	-3.3037263910158288
2024-03-30	대전 대덕	코리아리서치인터내셔널	무선 전화면접 가상번호	50.92711261782702	43.0533735736729	7.873739044154121	47	31	16	-8.12626095584588
2024-03-30	대전 중	코리아리서치인터내셔널	무선 전화면접 가상번호	52.08997423265795	47.91002576734205	4.179948465315903	48	39	9	-4.820051534684097
2024-03-30	충남 홍성예산	코리아리서치인터내셔널	무선 전화면접 가상번호	45.158871316637025	54.841128683362975	-9.682257366725949	38	52	-14	4.317742633274051
2024-03-30	경남 양산갑	KOPRA	유무선 혼합 ARS 가상번호/RDD 혼합	44.78246941758264	53.61683384387451	-8.83436442629187	43.3	50.7	-7.400000000000006	-1.4343644262918644
2024-03-30	경남 양산을	KOPRA	유무선 혼합 ARS 가상번호/RDD 혼합	48.94999244598882	51.05000755401118	-2.1000151080223617	46.1	48.5	-2.3999999999999986	0.2999848919776369
2024-03-30	경기 부천을	PNR-피플네트웍스	무선 ARS 가상번호	55.90123155547422	37.93963548126911	17.96159607420511	50	31.3	18.7	-0.7384039257948878
2024-03-30	충남 홍성예산	PNR-피플네트웍스	무선 ARS 가상번호	45.158871316637025	54.841128683362975	-9.682257366725949	43.1	51	-7.899999999999999	-1.7822573667259505
2024-03-30	인천 동미추홀갑	PNR-피플네트웍스	무선 ARS 가상번호	53.734589238391514	46.26541076160848	7.469178476783036	52.9	38	14.899999999999999	-7.430821523216963
2024-03-30	인천 부평을	여론조사공정	유무선 혼합 ARS 가상번호/RDD 혼합	51.36535215145302	38.75223694601625	12.61311520543677	45.4	35.2	10.199999999999996	2.4131152054367746
2024-03-30	강원 춘천철원화천양구갑	여론조사공정	유무선 혼합 ARS 가상번호/RDD 혼합	53.44157572531275	44.520323966690754	8.921251758621999	49.8	42.4	7.399999999999999	1.5212517586220002
2024-03-30	강원 원주갑	케이스탯리서치	무선 전화면접 가상번호	49.28415385815714	50.71584614184287	-1.4316922836857273	43.6	40.9	2.700000000000003	-4.13169228368573
2024-03-30	강원 춘천철원화천양구을	케이스탯리서치	무선 전화면접 가상번호	41.46491184992388	53.939743652703434	-12.474831802779555	32.1	51.7	-19.6	7.125168197220447
2024-03-30	강원 홍천횡성영월평창	케이스탯리서치	무선 전화면접 가상번호	42.28602365202091	57.71397634797909	-15.427952695958183	32.8	51.5	-18.700000000000003	3.27204730404182
2024-03-30	강원 강릉	케이스탯리서치	무선 전화면접 가상번호	43.34176748550554	54.24360735949596	-10.901839873990419	37	50.1	-13.100000000000001	2.198160126009583
2024-03-30	강원 동해태백삼척정선	케이스탯리서치	무선 전화면접 가상번호	36.483729510439225	61.22441003353371	-24.740680523094483	29.3	53.5	-24.2	-0.5406805230944833
2024-03-30	강원 원주을	케이스탯리서치	무선 전화면접 가상번호	54.08886027044431	45.9111397295557	8.177720540888608	48.3	36.4	11.899999999999999	-3.722279459111391
2024-03-30	강원 춘천철원화천양구갑	케이스탯리서치	무선 전화면접 가상번호	53.44157572531275	44.520323966690754	8.921251758621999	48.1	38.8	9.300000000000004	-0.37874824137800545
2024-03-30	강원 속초인제고성양양	케이스탯리서치	무선 전화면접 가상번호	44.152876119737996	55.847123880262004	-11.694247760524007	32.6	53	-20.4	8.705752239475991
2024-03-30	경기 화성정	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	55.729849827341596	34.09178110305074	21.638068724290854	53.3	30.5	22.799999999999997	-1.1619312757091436
2024-03-30	제주 제주갑	한국갤럽조사연구소	무선 전화면접 가상번호	62.8804508337391	37.11954916626091	25.760901667478187	57	25	32	-6.239098332521813
2024-03-30	제주 제주을	한국갤럽조사연구소	무선 전화면접 가상번호	64.64250252336679	31.961004751315023	32.68149777205176	62	24	38	-5.318502227948237
2024-03-30	제주 서귀포	한국갤럽조사연구소	무선 전화면접 가상번호	54.00814672124569	45.99185327875431	8.016293442491374	55	34	21	-12.983706557508626
2024-03-29	경기 수원병	데일리리서치	무선 ARS 가상번호	55.415714506623594	44.5842854933764	10.831429013247195	51.1	41.5	9.600000000000001	1.231429013247194
2024-03-29	서울 서대문갑	여론조사꽃	무선 전화면접 가상번호	50.75585405289282	43.49241884603643	7.263435206856393	41.4	28.4	13	-5.736564793143607
2024-03-29	충남 당진	코리아정보리서치	유무선 혼합 ARS 가상번호/RDD 혼합	51.780345523895	48.219654476105006	3.5606910477899945	39.4	50.8	-11.399999999999999	14.960691047789993
2024-03-29	인천 계양을	KOPRA	유무선 혼합 ARS 가상번호/RDD 혼합	54.12740336190881	45.45515589677015	8.67224746513866	51.7	41.3	10.400000000000006	-1.7277525348613452
2024-03-29	경기 평택갑	KOPRA	유무선 혼합 ARS 가상번호/RDD 혼합	57.41483380188524	42.58516619811476	14.829667603770474	51.2	37.1	14.100000000000001	0.7296676037704728
2024-03-29	부산 수영	PNR-피플네트웍스	무선 ARS 가상번호	40.47759782480199	50.33297868148323	-9.855380856681244	39.4	26.7	12.7	-22.555380856681243
2024-03-29	서울 영등포갑	여론조사공정	유무선 혼합 ARS 가상번호/RDD 혼합	54.534138342277885	41.67635658914728	12.857781753130602	46.8	37.8	9	3.8577817531306025
2024-03-29	경기 남양주병	조원씨앤아이	무선 ARS 가상번호	54.58693375229118	42.24862529457973	12.338308457711449	51.7	38.4	13.300000000000004	-0.9616915422885555
2024-03-29	경기 용인정	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	51.06028589185829	46.88377874456184	4.176507147296455	50.7	40.6	10.100000000000001	-5.923492852703546
2024-03-29	대구 중남	한길리서치	무선 ARS 가상번호	26.23248593673732	57.91743684534813	-31.68495090861081	23.2	42.3	-19.099999999999998	-12.58495090861081
2024-03-29	인천 계양을	한길리서치	무선 ARS 가상번호	54.12740336190881	45.45515589677015	8.67224746513866	51.7	41.8	9.900000000000006	-1.2277525348613452
2024-03-29	서울 강서갑	한길리서치	무선 ARS 가상번호	58.55326317314833	38.67534914050754	19.87791403264079	49.6	32	17.6	2.277914032640787
2024-03-29	서울 마포갑	한길리서치	무선 ARS 가상번호	47.706266175045215	48.30480529991906	-0.5985391248738452	44.1	38.2	5.899999999999999	-6.498539124873844
2024-03-28	인천 중강화옹진	리서치뷰	무선 ARS 가상번호	43.89255155000701	54.99228503296395	-11.099733482956935	44.5	50.4	-5.899999999999999	-5.199733482956937
2024-03-28	대전 대덕	여론조사꽃	무선 전화면접 가상번호	50.92711261782702	43.0533735736729	7.873739044154121	41.9	28.8	13.099999999999998	-5.226260955845877
2024-03-28	경남 창원성산	한국리서치	무선 전화면접 가상번호	46.38196100531246	45.70707938449697	0.6748816208154906	38	27	11	-10.32511837918451
2024-03-28	경남 김해을	한국리서치	무선 전화면접 가상번호	56.19468102145559	43.80531897854441	12.389362042911173	45	29	16	-3.6106379570888265
2024-03-28	경남 양산을	한국리서치	무선 전화면접 가상번호	48.94999244598882	51.05000755401118	-2.1000151080223617	47	33	14	-16.10001510802236
2024-03-28	경남 김해갑	한국리서치	무선 전화면접 가상번호	52.478305946514034	47.521694053485966	4.956611893028068	37	32	5	-0.04338810697193196
2024-03-28	경기 남양주갑	미디어리서치	유무선 혼합 ARS 가상번호/RDD 혼합	51.081646281456486	35.735624912132714	15.346021369323772	49.8	31.4	18.4	-3.0539786306762267
2024-03-28	경기 부천을	여론조사공정	유무선 혼합 ARS 가상번호/RDD 혼합	55.90123155547422	37.93963548126911	17.96159607420511	55.2	28.3	26.900000000000002	-8.93840392579489
2024-03-28	서울 영등포갑	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	54.534138342277885	41.67635658914728	12.857781753130602	44.7	40.6	4.100000000000001	8.757781753130601
2024-03-28	경기 화성을	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	39.733355144773434	17.852118436119746	21.881236708653688	46.1	22.9	23.200000000000003	-1.3187632913463148
2024-03-28	인천 계양을	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	54.12740336190881	45.45515589677015	8.67224746513866	51.6	40.3	11.300000000000004	-2.6277525348613437
2024-03-27	서울 동작을	여론조사꽃	유무선 혼합 ARS 가상번호/RDD 혼합	45.98458424837445	54.01541575162554	-8.030831503251086	48.8	43.1	5.699999999999996	-13.730831503251082
2024-03-27	서울 영등포을	여론조사꽃	유무선 혼합 ARS 가상번호/RDD 혼합	50.180403254333214	49.03330132902117	1.1471019253120431	49.1	41.3	7.800000000000004	-6.652898074687961
2024-03-27	경기 화성정	여론조사꽃	무선 전화면접 가상번호	55.729849827341596	34.09178110305074	21.638068724290854	45.7	16.7	29.000000000000004	-7.36193127570915
2024-03-27	충남 보령서천	여론조사꽃	무선 전화면접 가상번호	47.406078327130956	51.50739854687223	-4.101320219741275	45.4	41.8	3.6000000000000014	-7.701320219741277
2024-03-27	경기 부천을	케이스탯리서치	무선 전화면접 가상번호	55.90123155547422	37.93963548126911	17.96159607420511	46.2	26.6	19.6	-1.63840392579489
2024-03-26	울산 남갑	여론조사꽃	유무선 혼합 ARS 가상번호/RDD 혼합	42.69485234791028	53.86047011995051	-11.165617772040235	39.6	39.8	-0.19999999999999574	-10.96561777204024
2024-03-26	경기 용인갑	여론조사꽃	유무선 혼합 ARS 가상번호/RDD 혼합	50.222014819842755	43.833785847615815	6.3882289722269405	51.9	33.1	18.799999999999997	-12.411771027773057
2024-03-26	서울 동작갑	여론조사꽃	무선 전화면접 가상번호	50.4972270032511	45.01976158602665	5.477465417224451	41.4	31.5	9.899999999999999	-4.422534582775548
2024-03-26	서울 용산	코리아리서치인터내셔널	무선 전화면접 가상번호	47.02703123055866	51.778493218862764	-4.751461988304101	42	41	1	-5.751461988304101
2024-03-26	서울 종로	한국리서치	무선 전화면접 가상번호	50.92074844264255	44.1321504629366	6.788597979705948	44	38	6	0.7885979797059477
2024-03-26	서울 동작을	한국리서치	무선 전화면접 가상번호	45.98458424837445	54.01541575162554	-8.030831503251086	41	49	-8	-0.03083150325108619
2024-03-26	경기 화성을	한국리서치	무선 전화면접 가상번호	39.733355144773434	17.852118436119746	21.881236708653688	48	19	29	-7.118763291346312
2024-03-26	경기 하남갑	한국리서치	무선 전화면접 가상번호	50.58972820366526	49.41027179633473	1.1794564073305267	52	37	15	-13.820543592669473
2024-03-26	인천 계양을	한국리서치	무선 전화면접 가상번호	54.12740336190881	45.45515589677015	8.67224746513866	51	34	17	-8.32775253486134
2024-03-26	경기 용인갑	한국리서치	무선 전화면접 가상번호	50.222014819842755	43.833785847615815	6.3882289722269405	45	36	9	-2.6117710277730595
2024-03-26	부산 북갑	한국리서치	무선 전화면접 가상번호	52.31996539875532	46.675637359732804	5.644328039022518	53	38	15	-9.355671960977482
2024-03-26	충북 청주흥덕	한국리서치	무선 전화면접 가상번호	51.76853474482315	44.58638818354136	7.18214656128179	39	29	10	-2.8178534387182097
2024-03-26	충북 청주청원	한국리서치	무선 전화면접 가상번호	53.28661556066391	46.71338443933609	6.573231121327822	37	32	5	1.5732311213278223
2024-03-26	충북 청주서원	한국리서치	무선 전화면접 가상번호	52.462137519971684	47.53786248002832	4.92427503994336	37	33	4	0.9242750399433604
2024-03-26	충북 청주상당	한국리서치	무선 전화면접 가상번호	51.45236663119419	46.18053949012169	5.2718271410724995	42	34	8	-2.7281728589275005
2024-03-26	충북 증평진천음성	한국리서치	무선 전화면접 가상번호	53.95328719723184	46.04671280276816	7.906574394463675	43	33	10	-2.093425605536325
2024-03-26	충북 충주	한국리서치	무선 전화면접 가상번호	48.88470795620191	51.1152920437981	-2.230584087596192	35	39	-4	1.769415912403808
2024-03-26	충북 제천단양	한국리서치	무선 전화면접 가상번호	41.441699867197876	49.43638778220452	-7.994687915006644	31	36	-5	-2.9946879150066437
2024-03-26	충북 보은옥천영동괴산	한국리서치	무선 전화면접 가상번호	47.06649033024745	52.93350966975255	-5.867019339505106	40	41	-1	-4.867019339505106
2024-03-26	경기 용인갑	KOPRA	유무선 혼합 ARS 가상번호/RDD 혼합	50.222014819842755	43.833785847615815	6.3882289722269405	49.4	37.5	11.899999999999999	-5.511771027773058
2024-03-26	충남 천안병	조원씨앤아이	무선 ARS 가상번호	55.20337100808502	41.61658934520659	13.58678166287843	49.5	36.6	12.899999999999999	0.6867816628784311
2024-03-26	충남 천안을	조원씨앤아이	무선 ARS 가상번호	55.12765279937063	41.79669207859592	13.330960720774712	47.9	40	7.899999999999999	5.4309607207747135
2024-03-26	충남 천안갑	조원씨앤아이	무선 ARS 가상번호	50.586871013743284	47.15183426574522	3.435036747998062	49.4	39.6	9.799999999999997	-6.364963252001935
2024-03-25	경기 용인병	데일리리서치	무선 ARS 가상번호	50.26229002928032	49.73770997071968	0.5245800585606446	49.8	39.4	10.399999999999999	-9.875419941439354
2024-03-25	인천 서을	리얼미터	유무선 혼합 ARS 가상번호/RDD 혼합	56.53825640257881	43.46174359742119	13.07651280515762	55.9	32.2	23.699999999999996	-10.623487194842376
2024-03-25	인천 부평을	리얼미터	유무선 혼합 ARS 가상번호/RDD 혼합	51.36535215145302	38.75223694601625	12.61311520543677	46.3	30.4	15.899999999999999	-3.2868847945632282
2024-03-25	경기 남양주을	리얼미터	유무선 혼합 ARS 가상번호/RDD 혼합	56.94693220802088	40.813321594462494	16.13361061355839	53.4	34.7	18.699999999999996	-2.5663893864416067
2024-03-25	경북 포항남울릉	에브리리서치	무선 ARS 가상번호	29.96932020022606	70.03067979977395	-40.061359599547885	27.7	59.2	-31.500000000000004	-8.561359599547881
2024-03-25	경북 포항북	에브리리서치	무선 ARS 가상번호	28.905694922664914	62.338771383286876	-33.43307646062196	23.5	55.4	-31.9	-1.5330764606219631
2024-03-25	충북 증평진천음성	여론조사꽃	유무선 혼합 ARS 가상번호/RDD 혼합	53.95328719723184	46.04671280276816	7.906574394463675	48.7	40.1	8.600000000000001	-0.6934256055363264
2024-03-25	경남 거제	여론조사꽃	유무선 혼합 ARS 가상번호/RDD 혼합	46.67510291441114	51.234582366679945	-4.559479452268803	44.4	45.1	-0.7000000000000028	-3.8594794522688005
2024-03-25	인천 부평을	여론조사꽃	무선 전화면접 가상번호	51.36535215145302	38.75223694601625	12.61311520543677	42.3	22.1	20.199999999999996	-7.586884794563225
2024-03-25	경기 남양주갑	여론조사꽃	무선 전화면접 가상번호	51.081646281456486	35.735624912132714	15.346021369323772	41.9	24.6	17.299999999999997	-1.9539786306762252
2024-03-25	인천 서갑	KOPRA	유무선 혼합 ARS 가상번호/RDD 혼합	57.59278051609162	40.37855175413163	17.214228761959994	57	33.9	23.1	-5.885771238040007
2024-03-25	서울 영등포갑	메타보이스	무선 전화면접 가상번호	54.534138342277885	41.67635658914728	12.857781753130602	40	26	14	-1.1422182468693975
2024-03-25	경기 수원정	메타보이스	무선 전화면접 가상번호	50.86508716380973	49.13491283619027	1.7301743276194657	44	33	11	-9.269825672380534
2024-03-25	서울 용산	메타보이스	무선 전화면접 가상번호	47.02703123055866	51.778493218862764	-4.751461988304101	44	39	5	-9.7514619883041
2024-03-25	서울 중성동을	메타보이스	무선 전화면접 가상번호	50.81497579768843	48.53715960354308	2.277816194145352	45	36	9	-6.722183805854648
2024-03-25	경기 동두천양주연천을	미디어리서치	유무선 혼합 ARS 가상번호/RDD 혼합	46.292425221390296	53.70757477860971	-7.415149557219415	40.4	48.2	-7.800000000000004	0.3848504427805892
2024-03-25	충북 청주상당	미디어리서치	유무선 혼합 ARS 가상번호/RDD 혼합	51.45236663119419	46.18053949012169	5.2718271410724995	43.2	40.2	3	2.2718271410724995
2024-03-25	인천 계양을	미디어리서치	유무선 혼합 ARS 가상번호/RDD 혼합	54.12740336190881	45.45515589677015	8.67224746513866	47.2	43.6	3.6000000000000014	5.072247465138659
2024-03-25	부산 남	미디어리서치	유무선 혼합 ARS 가상번호/RDD 혼합	45.594508174045075	54.40549182595492	-8.810983651909844	44.6	46.5	-1.8999999999999986	-6.910983651909845
2024-03-25	경기 남양주병	케이스탯리서치	무선 전화면접 가상번호	54.58693375229118	42.24862529457973	12.338308457711449	48.6	33.5	15.100000000000001	-2.7616915422885526
2024-03-25	경기 수원병	한국갤럽조사연구소	무선 전화면접 가상번호	55.415714506623594	44.5842854933764	10.831429013247195	50	34	16	-5.168570986752805
2024-03-25	인천 계양을	한국갤럽조사연구소	무선 전화면접 가상번호	54.12740336190881	45.45515589677015	8.67224746513866	46	42	4	4.6722474651386605
